collectioncode,catalognumber,scientificname,commonname,datelastmodified,detectedby,receiver_group,station,receiver,bottom_depth,receiver_depth,tagname,codespace,sensorname,sensorraw,sensortype,sensorvalue,sensorunit,datecollected,timezone,longitude,latitude,the_geom,yearcollected,monthcollected,daycollected,julianday,timeofday,local_area,notes,citation,unqdetecid,contact_poc,contact_pi
NSBS,NSBS-1248829-2017-08-22,Prionace glauca,blue shark,2019-10-22,NSBS,NSBS,"Eastern Passage, Nova Scotia",release,,,A69-9002-11269,,,,,,,2017-08-22 12:19:00,UTC,-63.23040,44.19043,0101000020E6100000CC7F48BF7D9D4FC0B1169F0260184640,2017,8,22,234,12.316666666666666,"Eastern Passage, Nova Scotia",,"Whoriskey, F., Davis, B. 2013. Ocean Tracking Network Nova Scotia Blue Shark Tracking",NSBS-1248829-2017-08-22-release-A69-9002-11269,Brendal Davis (brendal.a.davis@gmail.com),Fred Whoriskey (fwhoriskey@dal.ca)
NSBS,NSBS-1248829-2017-08-22,Prionace glauca,blue shark,2019-10-22,NSBS,NSBS,"Eastern Passage, Nova Scotia",release,,,A69-9002-11270,,,,,,,2017-08-22 12:19:00,UTC,-63.23040,44.19043,0101000020E6100000CC7F48BF7D9D4FC0B1169F0260184640,2017,8,22,234,12.316666666666666,"Eastern Passage, Nova Scotia",,"Whoriskey, F., Davis, B. 2013. Ocean Tracking Network Nova Scotia Blue Shark Tracking",NSBS-1248829-2017-08-22-release-A69-9002-11270,Brendal Davis (brendal.a.davis@gmail.com),Fred Whoriskey (fwhoriskey@dal.ca)
NSBS,NSBS-1248830,Prionace glauca,blue shark,2017-02-21,NSBS,NSBS,"Eastern Passage, Nova Scotia",release,,,A69-9002-11271,,,,,,,2016-07-18 00:00:00,UTC,-63.19780,44.22156,0101000020E61000000C93A98251994FC0060DFD135C1C4640,2016,7,18,200,0,"Eastern Passage, Nova Scotia",11272 on VR 100,"Whoriskey, F., Davis, B. 2013. Ocean Tracking Network Nova Scotia Blue Shark Tracking",NSBS-1248830-release-A69-9002-11271,Brendal Davis (brendal.a.davis@gmail.com),Fred Whoriskey (fwhoriskey@dal.ca)
NSBS,NSBS-1248830,Prionace glauca,blue shark,2017-02-21,NSBS,NSBS,"Eastern Passage, Nova Scotia",release,,,A69-9002-11272,,,,,,,2016-07-18 00:00:00,UTC,-63.19780,44.22156,0101000020E61000000C93A98251994FC0060DFD135C1C4640,2016,7,18,200,0,"Eastern Passage, Nova Scotia",11272 on VR 100,"Whoriskey, F., Davis, B. 2013. Ocean Tracking Network Nova Scotia Blue Shark Tracking",NSBS-1248830-release-A69-9002-11272,Brendal Davis (brendal.a.davis@gmail.com),Fred Whoriskey (fwhoriskey@dal.ca)
NSBS,NSBS-1248831-2017-08-22,Prionace glauca,blue shark,2019-10-22,NSBS,NSBS,"Eastern Passage, Nova Scotia",release,,,A69-9002-11274,,,,,,,2017-08-22 13:27:00,UTC,-63.22553,44.19165,0101000020E61000002922C32ADE9C4FC0A323B9FC87184640,2017,8,22,234,13.45,"Eastern Passage, Nova Scotia",,"Whoriskey, F., Davis, B. 2013. Ocean Tracking Network Nova Scotia Blue Shark Tracking",NSBS-1248831-2017-08-22-release-A69-9002-11274,Brendal Davis (brendal.a.davis@gmail.com),Fred Whoriskey (fwhoriskey@dal.ca)
NSBS,NSBS-1248831-2017-08-22,Prionace glauca,blue shark,2019-10-22,NSBS,NSBS,"Eastern Passage, Nova Scotia",release,,,A69-9002-11273,,,,,,,2017-08-22 13:27:00,UTC,-63.22553,44.19165,0101000020E61000002922C32ADE9C4FC0A323B9FC87184640,2017,8,22,234,13.45,"Eastern Passage, Nova Scotia",,"Whoriskey, F., Davis, B. 2013. Ocean Tracking Network Nova Scotia Blue Shark Tracking",NSBS-1248831-2017-08-22-release-A69-9002-11273,Brendal Davis (brendal.a.davis@gmail.com),Fred Whoriskey (fwhoriskey@dal.ca)
NSBS,NSBS-1248831-2017-08-22,Prionace glauca,blue shark,2022-06-20,NSTR,NSTR,NSTR002,120201,,,A69-9002-11274,A69-9002,A69-9002-11274,53,pressure,74.2940,Meters,2021-12-16 09:20:22,UTC,-63.53200,44.48420,0101000020E61000006ABC749318C44FC0925CFE43FA3D4640,2021,12,16,350,9.339444444444444,Halifax,,"Whoriskey, F., Harvey-Clark, C. 2015. NSTR - Atlantic Torpedo Ray Tracking",NSTR-A69-9002-11274-28312,,"Chris Harvey-Clark (charveyc@dal.ca), Fred Whoriskey (fwhoriskey@dal.ca)"
NSBS,NSBS-1248831-2017-08-22,Prionace glauca,blue shark,2022-06-20,NSTR,NSTR,NSTR002,120201,,,A69-9002-11273,A69-9002,A69-9002-11273,173,temperature,22.1437,°C,2021-12-16 10:13:53,UTC,-63.53200,44.48420,0101000020E61000006ABC749318C44FC0925CFE43FA3D4640,2021,12,16,350,10.231388888888889,Halifax,,"Whoriskey, F., Harvey-Clark, C. 2015. NSTR - Atlantic Torpedo Ray Tracking",NSTR-A69-9002-11273-28313,,"Chris Harvey-Clark (charveyc@dal.ca), Fred Whoriskey (fwhoriskey@dal.ca)"
NSBS,NSBS-1248831-2017-08-22,Prionace glauca,blue shark,2022-06-20,NSTR,NSTR,NSTR002,120201,,,A69-9002-11274,A69-9002,A69-9002-11274,53,pressure,74.2940,Meters,2021-12-16 10:26:27,UTC,-63.53200,44.48420,0101000020E61000006ABC749318C44FC0925CFE43FA3D4640,2021,12,16,350,10.440833333333334,Halifax,,"Whoriskey, F., Harvey-Clark, C. 2015. NSTR - Atlantic Torpedo Ray Tracking",NSTR-A69-9002-11274-28314,,"Chris Harvey-Clark (charveyc@dal.ca), Fred Whoriskey (fwhoriskey@dal.ca)"
NSBS,NSBS-1248831-2017-08-22,Prionace glauca,blue shark,2022-06-20,NSTR,NSTR,NSTR002,120201,,,A69-9002-11274,A69-9002,A69-9002-11274,53,pressure,74.2940,Meters,2021-12-16 10:30:04,UTC,-63.53200,44.48420,0101000020E61000006ABC749318C44FC0925CFE43FA3D4640,2021,12,16,350,10.501111111111111,Halifax,,"Whoriskey, F., Harvey-Clark, C. 2015. NSTR - Atlantic Torpedo Ray Tracking",NSTR-A69-9002-11274-28315,,"Chris Harvey-Clark (charveyc@dal.ca), Fred Whoriskey (fwhoriskey@dal.ca)"
NSBS,NSBS-1248831-2017-08-22,Prionace glauca,blue shark,2022-06-20,NSTR,NSTR,NSTR002,120201,,,A69-9002-11273,A69-9002,A69-9002-11273,173,temperature,22.1437,°C,2021-12-16 10:31:47,UTC,-63.53200,44.48420,0101000020E61000006ABC749318C44FC0925CFE43FA3D4640,2021,12,16,350,10.529722222222222,Halifax,,"Whoriskey, F., Harvey-Clark, C. 2015. NSTR - Atlantic Torpedo Ray Tracking",NSTR-A69-9002-11273-28316,,"Chris Harvey-Clark (charveyc@dal.ca), Fred Whoriskey (fwhoriskey@dal.ca)"
NSBS,NSBS-1248831-2017-08-22,Prionace glauca,blue shark,2022-06-20,NSTR,NSTR,NSTR002,120201,,,A69-9002-11274,A69-9002,A69-9002-11274,53,pressure,74.2940,Meters,2021-12-16 10:33:36,UTC,-63.53200,44.48420,0101000020E61000006ABC749318C44FC0925CFE43FA3D4640,2021,12,16,350,10.56,Halifax,,"Whoriskey, F., Harvey-Clark, C. 2015. NSTR - Atlantic Torpedo Ray Tracking",NSTR-A69-9002-11274-28317,,"Chris Harvey-Clark (charveyc@dal.ca), Fred Whoriskey (fwhoriskey@dal.ca)"
NSBS,NSBS-1248831-2017-08-22,Prionace glauca,blue shark,2022-06-20,NSTR,NSTR,NSTR002,120201,,,A69-9002-11273,A69-9002,A69-9002-11273,173,temperature,22.1437,°C,2021-12-16 10:35:40,UTC,-63.53200,44.48420,0101000020E61000006ABC749318C44FC0925CFE43FA3D4640,2021,12,16,350,10.594444444444445,Halifax,,"Whoriskey, F., Harvey-Clark, C. 2015. NSTR - Atlantic Torpedo Ray Tracking",NSTR-A69-9002-11273-28318,,"Chris Harvey-Clark (charveyc@dal.ca), Fred Whoriskey (fwhoriskey@dal.ca)"
NSBS,NSBS-1248831-2017-08-22,Prionace glauca,blue shark,2022-06-20,NSTR,NSTR,NSTR002,120201,,,A69-9002-11274,A69-9002,A69-9002-11274,53,pressure,74.2940,Meters,2021-12-16 10:37:42,UTC,-63.53200,44.48420,0101000020E61000006ABC749318C44FC0925CFE43FA3D4640,2021,12,16,350,10.628333333333334,Halifax,,"Whoriskey, F., Harvey-Clark, C. 2015. NSTR - Atlantic Torpedo Ray Tracking",NSTR-A69-9002-11274-28319,,"Chris Harvey-Clark (charveyc@dal.ca), Fred Whoriskey (fwhoriskey@dal.ca)"
NSBS,NSBS-1248831-2017-08-22,Prionace glauca,blue shark,2022-06-20,NSTR,NSTR,NSTR002,120201,,,A69-9002-11274,A69-9002,A69-9002-11274,53,pressure,74.2940,Meters,2021-12-16 10:41:33,UTC,-63.53200,44.48420,0101000020E61000006ABC749318C44FC0925CFE43FA3D4640,2021,12,16,350,10.6925,Halifax,,"Whoriskey, F., Harvey-Clark, C. 2015. NSTR - Atlantic Torpedo Ray Tracking",NSTR-A69-9002-11274-28320,,"Chris Harvey-Clark (charveyc@dal.ca), Fred Whoriskey (fwhoriskey@dal.ca)"
NSBS,NSBS-1248831-2017-08-22,Prionace glauca,blue shark,2022-06-20,NSTR,NSTR,NSTR002,120201,,,A69-9002-11274,A69-9002,A69-9002-11274,53,pressure,74.2940,Meters,2021-12-16 10:48:33,UTC,-63.53200,44.48420,0101000020E61000006ABC749318C44FC0925CFE43FA3D4640,2021,12,16,350,10.809166666666668,Halifax,,"Whoriskey, F., Harvey-Clark, C. 2015. NSTR - Atlantic Torpedo Ray Tracking",NSTR-A69-9002-11274-28321,,"Chris Harvey-Clark (charveyc@dal.ca), Fred Whoriskey (fwhoriskey@dal.ca)"
NSBS,NSBS-1248831-2017-08-22,Prionace glauca,blue shark,2022-06-20,NSTR,NSTR,NSTR002,120201,,,A69-9002-11274,A69-9002,A69-9002-11274,53,pressure,74.2940,Meters,2021-12-16 10:59:45,UTC,-63.53200,44.48420,0101000020E61000006ABC749318C44FC0925CFE43FA3D4640,2021,12,16,350,10.995833333333332,Halifax,,"Whoriskey, F., Harvey-Clark, C. 2015. NSTR - Atlantic Torpedo Ray Tracking",NSTR-A69-9002-11274-28322,,"Chris Harvey-Clark (charveyc@dal.ca), Fred Whoriskey (fwhoriskey@dal.ca)"
NSBS,NSBS-1248831-2017-08-22,Prionace glauca,blue shark,2022-06-20,NSTR,NSTR,NSTR002,120201,,,A69-9002-11273,A69-9002,A69-9002-11273,173,temperature,22.1437,°C,2021-12-16 11:01:40,UTC,-63.53200,44.48420,0101000020E61000006ABC749318C44FC0925CFE43FA3D4640,2021,12,16,350,11.027777777777779,Halifax,,"Whoriskey, F., Harvey-Clark, C. 2015. NSTR - Atlantic Torpedo Ray Tracking",NSTR-A69-9002-11273-28323,,"Chris Harvey-Clark (charveyc@dal.ca), Fred Whoriskey (fwhoriskey@dal.ca)"
NSBS,NSBS-1248831-2017-08-22,Prionace glauca,blue shark,2022-06-20,NSTR,NSTR,NSTR002,120201,,,A69-9002-11274,A69-9002,A69-9002-11274,53,pressure,74.2940,Meters,2021-12-16 11:15:28,UTC,-63.53200,44.48420,0101000020E61000006ABC749318C44FC0925CFE43FA3D4640,2021,12,16,350,11.257777777777777,Halifax,,"Whoriskey, F., Harvey-Clark, C. 2015. NSTR - Atlantic Torpedo Ray Tracking",NSTR-A69-9002-11274-28324,,"Chris Harvey-Clark (charveyc@dal.ca), Fred Whoriskey (fwhoriskey@dal.ca)"
NSBS,NSBS-1248831-2017-08-22,Prionace glauca,blue shark,2022-06-20,NSTR,NSTR,NSTR002,120201,,,A69-9002-11273,A69-9002,A69-9002-11273,174,temperature,22.3006,°C,2021-12-16 11:17:21,UTC,-63.53200,44.48420,0101000020E61000006ABC749318C44FC0925CFE43FA3D4640,2021,12,16,350,11.289166666666667,Halifax,,"Whoriskey, F., Harvey-Clark, C. 2015. NSTR - Atlantic Torpedo Ray Tracking",NSTR-A69-9002-11273-28325,,"Chris Harvey-Clark (charveyc@dal.ca), Fred Whoriskey (fwhoriskey@dal.ca)"
NSBS,NSBS-1248831-2017-08-22,Prionace glauca,blue shark,2022-06-20,NSTR,NSTR,NSTR002,120201,,,A69-9002-11274,A69-9002,A69-9002-11274,53,pressure,74.2940,Meters,2021-12-16 11:22:35,UTC,-63.53200,44.48420,0101000020E61000006ABC749318C44FC0925CFE43FA3D4640,2021,12,16,350,11.37638888888889,Halifax,,"Whoriskey, F., Harvey-Clark, C. 2015. NSTR - Atlantic Torpedo Ray Tracking",NSTR-A69-9002-11274-28326,,"Chris Harvey-Clark (charveyc@dal.ca), Fred Whoriskey (fwhoriskey@dal.ca)"
NSBS,NSBS-1248831-2017-08-22,Prionace glauca,blue shark,2022-06-20,NSTR,NSTR,NSTR002,120201,,,A69-9002-11273,A69-9002,A69-9002-11273,174,temperature,22.3006,°C,2021-12-16 11:24:13,UTC,-63.53200,44.48420,0101000020E61000006ABC749318C44FC0925CFE43FA3D4640,2021,12,16,350,11.403611111111111,Halifax,,"Whoriskey, F., Harvey-Clark, C. 2015. NSTR - Atlantic Torpedo Ray Tracking",NSTR-A69-9002-11273-28327,,"Chris Harvey-Clark (charveyc@dal.ca), Fred Whoriskey (fwhoriskey@dal.ca)"
NSBS,NSBS-1248831-2017-08-22,Prionace glauca,blue shark,2022-06-20,NSTR,NSTR,NSTR002,120201,,,A69-9002-11274,A69-9002,A69-9002-11274,53,pressure,74.2940,Meters,2021-12-16 11:25:53,UTC,-63.53200,44.48420,0101000020E61000006ABC749318C44FC0925CFE43FA3D4640,2021,12,16,350,11.431388888888888,Halifax,,"Whoriskey, F., Harvey-Clark, C. 2015. NSTR - Atlantic Torpedo Ray Tracking",NSTR-A69-9002-11274-28328,,"Chris Harvey-Clark (charveyc@dal.ca), Fred Whoriskey (fwhoriskey@dal.ca)"
NSBS,NSBS-1248831-2017-08-22,Prionace glauca,blue shark,2022-06-20,NSTR,NSTR,NSTR002,120201,,,A69-9002-11273,A69-9002,A69-9002-11273,176,temperature,22.6144,°C,2021-12-16 11:45:28,UTC,-63.53200,44.48420,0101000020E61000006ABC749318C44FC0925CFE43FA3D4640,2021,12,16,350,11.757777777777777,Halifax,,"Whoriskey, F., Harvey-Clark, C. 2015. NSTR - Atlantic Torpedo Ray Tracking",NSTR-A69-9002-11273-28329,,"Chris Harvey-Clark (charveyc@dal.ca), Fred Whoriskey (fwhoriskey@dal.ca)"
NSBS,NSBS-1248832,Prionace glauca,blue shark,2017-02-21,NSBS,NSBS,"Eastern Passage, Nova Scotia",release,,,A69-9002-11276,,,,,,,2016-08-29 00:00:00,UTC,-63.22610,44.20470,0101000020E610000014D044D8F09C4FC0E0BE0E9C331A4640,2016,8,29,242,0,"Eastern Passage, Nova Scotia",,"Whoriskey, F., Davis, B. 2013. Ocean Tracking Network Nova Scotia Blue Shark Tracking",NSBS-1248832-release-A69-9002-11276,Brendal Davis (brendal.a.davis@gmail.com),Fred Whoriskey (fwhoriskey@dal.ca)
NSBS,NSBS-1248832,Prionace glauca,blue shark,2017-02-21,NSBS,NSBS,"Eastern Passage, Nova Scotia",release,,,A69-9002-11275,,,,,,,2016-08-29 00:00:00,UTC,-63.22610,44.20470,0101000020E610000014D044D8F09C4FC0E0BE0E9C331A4640,2016,8,29,242,0,"Eastern Passage, Nova Scotia",,"Whoriskey, F., Davis, B. 2013. Ocean Tracking Network Nova Scotia Blue Shark Tracking",NSBS-1248832-release-A69-9002-11275,Brendal Davis (brendal.a.davis@gmail.com),Fred Whoriskey (fwhoriskey@dal.ca)
NSBS,NSBS-1248833,Prionace glauca,blue shark,2017-02-21,NSBS,NSBS,"Eastern Passage, Nova Scotia",release,,,A69-9002-11277,,,,,,,2016-09-19 00:00:00,UTC,-63.20588,44.19798,0101000020E610000043739D465A9A4FC08CA19C6857194640,2016,9,19,263,0,"Eastern Passage, Nova Scotia",damaged dorsal fin,"Whoriskey, F., Davis, B. 2013. Ocean Tracking Network Nova Scotia Blue Shark Tracking",NSBS-1248833-release-A69-9002-11277,Brendal Davis (brendal.a.davis@gmail.com),Fred Whoriskey (fwhoriskey@dal.ca)
NSBS,NSBS-1248833,Prionace glauca,blue shark,2017-02-21,NSBS,NSBS,"Eastern Passage, Nova Scotia",release,,,A69-9002-11278,,,,,,,2016-09-19 00:00:00,UTC,-63.20588,44.19798,0101000020E610000043739D465A9A4FC08CA19C6857194640,2016,9,19,263,0,"Eastern Passage, Nova Scotia",damaged dorsal fin,"Whoriskey, F., Davis, B. 2013. Ocean Tracking Network Nova Scotia Blue Shark Tracking",NSBS-1248833-release-A69-9002-11278,Brendal Davis (brendal.a.davis@gmail.com),Fred Whoriskey (fwhoriskey@dal.ca)
NSBS,NSBS-1248834-2017-08-27,Prionace glauca,blue shark,2019-10-22,NSBS,NSBS,"Eastern Passage, Nova Scotia",release,,,A69-9002-11279,,,,,,,2017-08-27 12:00:00,UTC,-63.21662,44.19510,0101000020E61000006BD44334BA9B4FC08CB96B09F9184640,2017,8,27,239,12,"Eastern Passage, Nova Scotia",,"Whoriskey, F., Davis, B. 2013. Ocean Tracking Network Nova Scotia Blue Shark Tracking",NSBS-1248834-2017-08-27-release-A69-9002-11279,Brendal Davis (brendal.a.davis@gmail.com),Fred Whoriskey (fwhoriskey@dal.ca)
NSBS,NSBS-1248834-2017-08-27,Prionace glauca,blue shark,2019-10-22,NSBS,NSBS,"Eastern Passage, Nova Scotia",release,,,A69-9002-11280,,,,,,,2017-08-27 12:00:00,UTC,-63.21662,44.19510,0101000020E61000006BD44334BA9B4FC08CB96B09F9184640,2017,8,27,239,12,"Eastern Passage, Nova Scotia",,"Whoriskey, F., Davis, B. 2013. Ocean Tracking Network Nova Scotia Blue Shark Tracking",NSBS-1248834-2017-08-27-release-A69-9002-11280,Brendal Davis (brendal.a.davis@gmail.com),Fred Whoriskey (fwhoriskey@dal.ca)
NSBS,NSBS-1248835-2019-07-14,Prionace glauca,blue shark,2020-01-29,NSBS,NSBS,"Eastern Passage, Nova Scotia",release,,,A69-9002-11281,,,,,,,2019-07-14 19:52:00,UTC,-63.26479,44.22637,0101000020E6100000672783A3E4A14FC0D46531B1F91C4640,2019,7,14,195,19.866666666666667,"Eastern Passage, Nova Scotia","Bite marks on left pectoral fin, and caudal fin. Mating scars?","Whoriskey, F., Davis, B. 2013. Ocean Tracking Network Nova Scotia Blue Shark Tracking",NSBS-1248835-2019-07-14-release-A69-9002-11281,Brendal Davis (brendal.a.davis@gmail.com),Fred Whoriskey (fwhoriskey@dal.ca)
NSBS,NSBS-1248835-2019-07-14,Prionace glauca,blue shark,2020-01-29,NSBS,NSBS,"Eastern Passage, Nova Scotia",release,,,A69-9002-11282,,,,,,,2019-07-14 19:52:00,UTC,-63.26479,44.22637,0101000020E6100000672783A3E4A14FC0D46531B1F91C4640,2019,7,14,195,19.866666666666667,"Eastern Passage, Nova Scotia","Bite marks on left pectoral fin, and caudal fin. Mating scars?","Whoriskey, F., Davis, B. 2013. Ocean Tracking Network Nova Scotia Blue Shark Tracking",NSBS-1248835-2019-07-14-release-A69-9002-11282,Brendal Davis (brendal.a.davis@gmail.com),Fred Whoriskey (fwhoriskey@dal.ca)
NSBS,NSBS-1248836-2019-07-14,Prionace glauca,blue shark,2020-01-29,NSBS,NSBS,"Eastern Passage, Nova Scotia",release,,,A69-9002-11284,,,,,,,2019-07-14 21:01:00,UTC,-63.26350,44.22600,0101000020E61000007D3F355EBAA14FC0B0726891ED1C4640,2019,7,14,195,21.016666666666666,"Eastern Passage, Nova Scotia",,"Whoriskey, F., Davis, B. 2013. Ocean Tracking Network Nova Scotia Blue Shark Tracking",NSBS-1248836-2019-07-14-release-A69-9002-11284,Brendal Davis (brendal.a.davis@gmail.com),Fred Whoriskey (fwhoriskey@dal.ca)
NSBS,NSBS-1248836-2019-07-14,Prionace glauca,blue shark,2020-01-29,NSBS,NSBS,"Eastern Passage, Nova Scotia",release,,,A69-9002-11283,,,,,,,2019-07-14 21:01:00,UTC,-63.26350,44.22600,0101000020E61000007D3F355EBAA14FC0B0726891ED1C4640,2019,7,14,195,21.016666666666666,"Eastern Passage, Nova Scotia",,"Whoriskey, F., Davis, B. 2013. Ocean Tracking Network Nova Scotia Blue Shark Tracking",NSBS-1248836-2019-07-14-release-A69-9002-11283,Brendal Davis (brendal.a.davis@gmail.com),Fred Whoriskey (fwhoriskey@dal.ca)
NSBS,NSBS-1248838-2017-08-22,Prionace glauca,blue shark,2019-10-22,NSBS,NSBS,"Eastern Passage, Nova Scotia",release,,,A69-9002-11288,,,,,,,2017-08-22 13:16:00,UTC,-63.22008,44.14900,0101000020E61000007940D9942B9C4FC0508D976E12134640,2017,8,22,234,13.266666666666667,"Eastern Passage, Nova Scotia",chunk out of right pectoral. Multiple mating bites marks on back/right side and end of dorsal fin.,"Whoriskey, F., Davis, B. 2013. Ocean Tracking Network Nova Scotia Blue Shark Tracking",NSBS-1248838-2017-08-22-release-A69-9002-11288,Brendal Davis (brendal.a.davis@gmail.com),Fred Whoriskey (fwhoriskey@dal.ca)
