collectioncode,catalognumber,scientificname,commonname,datelastmodified,detectedby,receiver_group,station,receiver,bottom_depth,receiver_depth,tagname,codespace,sensorname,sensorraw,sensortype,sensorvalue,sensorunit,datecollected,timezone,longitude,latitude,the_geom,yearcollected,monthcollected,daycollected,julianday,timeofday,local_area,notes,citation,unqdetecid,contact_poc,contact_pi
NSBS,NSBS-1248832,Prionace glauca,blue shark,2017-02-21,NSBS,NSBS,"Eastern Passage, Nova Scotia",release,,,A69-9002-11275,,,,,,,2016-08-29 00:00:00,UTC,-63.22610,44.20470,0101000020E610000014D044D8F09C4FC0E0BE0E9C331A4640,2016,8,29,242,0,"Eastern Passage, Nova Scotia",,"Whoriskey, F., Davis, B. 2013. Ocean Tracking Network Nova Scotia Blue Shark Tracking",NSBS-1248832-release-A69-9002-11275,Brendal Davis (brendal.a.davis@gmail.com),Fred Whoriskey (fwhoriskey@dal.ca)
NSBS,NSBS-1248832,Prionace glauca,blue shark,2017-02-21,NSBS,NSBS,"Eastern Passage, Nova Scotia",release,,,A69-9002-11276,,,,,,,2016-08-29 00:00:00,UTC,-63.22610,44.20470,0101000020E610000014D044D8F09C4FC0E0BE0E9C331A4640,2016,8,29,242,0,"Eastern Passage, Nova Scotia",,"Whoriskey, F., Davis, B. 2013. Ocean Tracking Network Nova Scotia Blue Shark Tracking",NSBS-1248832-release-A69-9002-11276,Brendal Davis (brendal.a.davis@gmail.com),Fred Whoriskey (fwhoriskey@dal.ca)
NSBS,NSBS-1248833,Prionace glauca,blue shark,2017-02-21,NSBS,NSBS,"Eastern Passage, Nova Scotia",release,,,A69-9002-11278,,,,,,,2016-09-19 00:00:00,UTC,-63.20588,44.19798,0101000020E610000043739D465A9A4FC08CA19C6857194640,2016,9,19,263,0,"Eastern Passage, Nova Scotia",damaged dorsal fin,"Whoriskey, F., Davis, B. 2013. Ocean Tracking Network Nova Scotia Blue Shark Tracking",NSBS-1248833-release-A69-9002-11278,Brendal Davis (brendal.a.davis@gmail.com),Fred Whoriskey (fwhoriskey@dal.ca)
NSBS,NSBS-1248833,Prionace glauca,blue shark,2017-02-21,NSBS,NSBS,"Eastern Passage, Nova Scotia",release,,,A69-9002-11277,,,,,,,2016-09-19 00:00:00,UTC,-63.20588,44.19798,0101000020E610000043739D465A9A4FC08CA19C6857194640,2016,9,19,263,0,"Eastern Passage, Nova Scotia",damaged dorsal fin,"Whoriskey, F., Davis, B. 2013. Ocean Tracking Network Nova Scotia Blue Shark Tracking",NSBS-1248833-release-A69-9002-11277,Brendal Davis (brendal.a.davis@gmail.com),Fred Whoriskey (fwhoriskey@dal.ca)
NSBS,NSBS-1248834-2017-08-27,Prionace glauca,blue shark,2019-10-22,NSBS,NSBS,"Eastern Passage, Nova Scotia",release,,,A69-9002-11280,,,,,,,2017-08-27 12:00:00,UTC,-63.21662,44.19510,0101000020E61000006BD44334BA9B4FC08CB96B09F9184640,2017,8,27,239,12,"Eastern Passage, Nova Scotia",,"Whoriskey, F., Davis, B. 2013. Ocean Tracking Network Nova Scotia Blue Shark Tracking",NSBS-1248834-2017-08-27-release-A69-9002-11280,Brendal Davis (brendal.a.davis@gmail.com),Fred Whoriskey (fwhoriskey@dal.ca)
NSBS,NSBS-1248834-2017-08-27,Prionace glauca,blue shark,2019-10-22,NSBS,NSBS,"Eastern Passage, Nova Scotia",release,,,A69-9002-11279,,,,,,,2017-08-27 12:00:00,UTC,-63.21662,44.19510,0101000020E61000006BD44334BA9B4FC08CB96B09F9184640,2017,8,27,239,12,"Eastern Passage, Nova Scotia",,"Whoriskey, F., Davis, B. 2013. Ocean Tracking Network Nova Scotia Blue Shark Tracking",NSBS-1248834-2017-08-27-release-A69-9002-11279,Brendal Davis (brendal.a.davis@gmail.com),Fred Whoriskey (fwhoriskey@dal.ca)
NSBS,NSBS-1248835-2019-07-14,Prionace glauca,blue shark,2020-01-29,NSBS,NSBS,"Eastern Passage, Nova Scotia",release,,,A69-9002-11281,,,,,,,2019-07-14 19:52:00,UTC,-63.26479,44.22637,0101000020E6100000672783A3E4A14FC0D46531B1F91C4640,2019,7,14,195,19.866666666666667,"Eastern Passage, Nova Scotia","Bite marks on left pectoral fin, and caudal fin. Mating scars?","Whoriskey, F., Davis, B. 2013. Ocean Tracking Network Nova Scotia Blue Shark Tracking",NSBS-1248835-2019-07-14-release-A69-9002-11281,Brendal Davis (brendal.a.davis@gmail.com),Fred Whoriskey (fwhoriskey@dal.ca)
NSBS,NSBS-1248835-2019-07-14,Prionace glauca,blue shark,2020-01-29,NSBS,NSBS,"Eastern Passage, Nova Scotia",release,,,A69-9002-11282,,,,,,,2019-07-14 19:52:00,UTC,-63.26479,44.22637,0101000020E6100000672783A3E4A14FC0D46531B1F91C4640,2019,7,14,195,19.866666666666667,"Eastern Passage, Nova Scotia","Bite marks on left pectoral fin, and caudal fin. Mating scars?","Whoriskey, F., Davis, B. 2013. Ocean Tracking Network Nova Scotia Blue Shark Tracking",NSBS-1248835-2019-07-14-release-A69-9002-11282,Brendal Davis (brendal.a.davis@gmail.com),Fred Whoriskey (fwhoriskey@dal.ca)
NSBS,NSBS-1248836-2019-07-14,Prionace glauca,blue shark,2020-01-29,NSBS,NSBS,"Eastern Passage, Nova Scotia",release,,,A69-9002-11283,,,,,,,2019-07-14 21:01:00,UTC,-63.26350,44.22600,0101000020E61000007D3F355EBAA14FC0B0726891ED1C4640,2019,7,14,195,21.016666666666666,"Eastern Passage, Nova Scotia",,"Whoriskey, F., Davis, B. 2013. Ocean Tracking Network Nova Scotia Blue Shark Tracking",NSBS-1248836-2019-07-14-release-A69-9002-11283,Brendal Davis (brendal.a.davis@gmail.com),Fred Whoriskey (fwhoriskey@dal.ca)
NSBS,NSBS-1248836-2019-07-14,Prionace glauca,blue shark,2020-01-29,NSBS,NSBS,"Eastern Passage, Nova Scotia",release,,,A69-9002-11284,,,,,,,2019-07-14 21:01:00,UTC,-63.26350,44.22600,0101000020E61000007D3F355EBAA14FC0B0726891ED1C4640,2019,7,14,195,21.016666666666666,"Eastern Passage, Nova Scotia",,"Whoriskey, F., Davis, B. 2013. Ocean Tracking Network Nova Scotia Blue Shark Tracking",NSBS-1248836-2019-07-14-release-A69-9002-11284,Brendal Davis (brendal.a.davis@gmail.com),Fred Whoriskey (fwhoriskey@dal.ca)
NSBS,NSBS-1248838-2017-08-22,Prionace glauca,blue shark,2019-10-22,NSBS,NSBS,"Eastern Passage, Nova Scotia",release,,,A69-9002-11288,,,,,,,2017-08-22 13:16:00,UTC,-63.22008,44.14900,0101000020E61000007940D9942B9C4FC0508D976E12134640,2017,8,22,234,13.266666666666667,"Eastern Passage, Nova Scotia",chunk out of right pectoral. Multiple mating bites marks on back/right side and end of dorsal fin.,"Whoriskey, F., Davis, B. 2013. Ocean Tracking Network Nova Scotia Blue Shark Tracking",NSBS-1248838-2017-08-22-release-A69-9002-11288,Brendal Davis (brendal.a.davis@gmail.com),Fred Whoriskey (fwhoriskey@dal.ca)
NSBS,NSBS-1248838-2017-08-22,Prionace glauca,blue shark,2019-10-22,NSBS,NSBS,"Eastern Passage, Nova Scotia",release,,,A69-9002-11287,,,,,,,2017-08-22 13:16:00,UTC,-63.22008,44.14900,0101000020E61000007940D9942B9C4FC0508D976E12134640,2017,8,22,234,13.266666666666667,"Eastern Passage, Nova Scotia",chunk out of right pectoral. Multiple mating bites marks on back/right side and end of dorsal fin.,"Whoriskey, F., Davis, B. 2013. Ocean Tracking Network Nova Scotia Blue Shark Tracking",NSBS-1248838-2017-08-22-release-A69-9002-11287,Brendal Davis (brendal.a.davis@gmail.com),Fred Whoriskey (fwhoriskey@dal.ca)
NSBS,NSBS-1250979-2019-09-06,Prionace glauca,blue shark,2019-09-17,NSBS,NSBS,"Shoal grounds, 2-4 nm Off Sambro Head",release,,,A69-9002-11195,,,,,,,2019-09-06 12:30:00,UTC,-63.53742,44.38420,0101000020E610000054D4BF11CAC44FC0C58F31772D314640,2019,9,6,249,12.5,"Shoal grounds, 2-4 nm Off Sambro Head",1.795m Total Length. Hook left in animal at back end of gill plate.  No mating scars,"Whoriskey, F., Davis, B. 2013. Ocean Tracking Network Nova Scotia Blue Shark Tracking",NSBS-1250979-2019-09-06-release-A69-9002-11195,Brendal Davis (brendal.a.davis@gmail.com),Fred Whoriskey (fwhoriskey@dal.ca)
NSBS,NSBS-1250979-2019-09-06,Prionace glauca,blue shark,2019-09-17,NSBS,NSBS,"Shoal grounds, 2-4 nm Off Sambro Head",release,,,A69-9002-11196,,,,,,,2019-09-06 12:30:00,UTC,-63.53742,44.38420,0101000020E610000054D4BF11CAC44FC0C58F31772D314640,2019,9,6,249,12.5,"Shoal grounds, 2-4 nm Off Sambro Head",1.795m Total Length. Hook left in animal at back end of gill plate.  No mating scars,"Whoriskey, F., Davis, B. 2013. Ocean Tracking Network Nova Scotia Blue Shark Tracking",NSBS-1250979-2019-09-06-release-A69-9002-11196,Brendal Davis (brendal.a.davis@gmail.com),Fred Whoriskey (fwhoriskey@dal.ca)
NSBS,NSBS-1250980-2022-08-29,Prionace glauca,blue shark,2022-10-12,NSBS,NSBS,"~5km off Eastern Passage, Nova Scotia",release,,,A69-9002-11198,,,,,,,2022-08-29 12:05:00,UTC,-63.19537,44.33321,0101000020E61000004C4F58E201994FC09F5912A0A62A4640,2022,8,29,241,12.083333333333334,"~5km off Eastern Passage, Nova Scotia",,"Whoriskey, F., Davis, B. 2013. Ocean Tracking Network Nova Scotia Blue Shark Tracking",NSBS-1250980-2022-08-29-release-A69-9002-11198,Brendal Davis (brendal.a.davis@gmail.com),Fred Whoriskey (fwhoriskey@dal.ca)
NSBS,NSBS-1250980-2022-08-29,Prionace glauca,blue shark,2022-10-12,NSBS,NSBS,"~5km off Eastern Passage, Nova Scotia",release,,,A69-9002-11197,,,,,,,2022-08-29 12:05:00,UTC,-63.19537,44.33321,0101000020E61000004C4F58E201994FC09F5912A0A62A4640,2022,8,29,241,12.083333333333334,"~5km off Eastern Passage, Nova Scotia",,"Whoriskey, F., Davis, B. 2013. Ocean Tracking Network Nova Scotia Blue Shark Tracking",NSBS-1250980-2022-08-29-release-A69-9002-11197,Brendal Davis (brendal.a.davis@gmail.com),Fred Whoriskey (fwhoriskey@dal.ca)
NSBS,NSBS-1250980-2022-08-29,Prionace glauca,blue shark,2023-01-04,HFX,HFX,HFX011,250898,86.0,78.0,A69-9002-11198,A69-9002,A69-9002-11198,5,pressure,1.5165,Meters,2022-09-06 09:39:58,UTC,-63.46890,44.42022,0101000020E6100000158C4AEA04BC4FC00490DAC4C9354640,2022,9,6,249,9.666111111111112,HALIFAX,,"Whoriskey, F., Hebert, D., Barthelotte, J., O'Dor, R., Stokesbury, M., Branton, R. 2009. Ocean Tracking Network Halifax Canada Line Metadata and Data Set.",HFX-A69-9002-11198-2249727,Fred Whoriskey (fwhoriskey@dal.ca),"Dave Hebert (david.hebert@dfo-mpo.gc.ca), Fred Whoriskey (fwhoriskey@dal.ca)"
NSBS,NSBS-1250980-2022-08-29,Prionace glauca,blue shark,2023-01-04,HFX,HFX,HFX010,250889,89.0,84.0,A69-9002-11198,A69-9002,A69-9002-11198,5,pressure,1.5165,Meters,2022-09-06 09:41:37,UTC,-63.47490,44.42608,0101000020E6100000696FF085C9BC4FC066BD18CA89364640,2022,9,6,249,9.693611111111112,HALIFAX,,"Whoriskey, F., Hebert, D., Barthelotte, J., O'Dor, R., Stokesbury, M., Branton, R. 2009. Ocean Tracking Network Halifax Canada Line Metadata and Data Set.",HFX-A69-9002-11198-2249728,Fred Whoriskey (fwhoriskey@dal.ca),"Dave Hebert (david.hebert@dfo-mpo.gc.ca), Fred Whoriskey (fwhoriskey@dal.ca)"
NSBS,NSBS-1250980-2022-08-29,Prionace glauca,blue shark,2023-01-04,HFX,HFX,HFX011,250898,86.0,78.0,A69-9002-11197,A69-9002,A69-9002-11197,163,temperature,20.5747,°C,2022-09-06 09:41:51,UTC,-63.46890,44.42022,0101000020E6100000158C4AEA04BC4FC00490DAC4C9354640,2022,9,6,249,9.6975,HALIFAX,,"Whoriskey, F., Hebert, D., Barthelotte, J., O'Dor, R., Stokesbury, M., Branton, R. 2009. Ocean Tracking Network Halifax Canada Line Metadata and Data Set.",HFX-A69-9002-11197-2249729,Fred Whoriskey (fwhoriskey@dal.ca),"Dave Hebert (david.hebert@dfo-mpo.gc.ca), Fred Whoriskey (fwhoriskey@dal.ca)"
NSBS,NSBS-1250980-2022-08-29,Prionace glauca,blue shark,2023-01-04,HFX,HFX,HFX010,250889,89.0,84.0,A69-9002-11197,A69-9002,A69-9002-11197,163,temperature,20.5747,°C,2022-09-06 09:43:27,UTC,-63.47490,44.42608,0101000020E6100000696FF085C9BC4FC066BD18CA89364640,2022,9,6,249,9.724166666666667,HALIFAX,,"Whoriskey, F., Hebert, D., Barthelotte, J., O'Dor, R., Stokesbury, M., Branton, R. 2009. Ocean Tracking Network Halifax Canada Line Metadata and Data Set.",HFX-A69-9002-11197-2249730,Fred Whoriskey (fwhoriskey@dal.ca),"Dave Hebert (david.hebert@dfo-mpo.gc.ca), Fred Whoriskey (fwhoriskey@dal.ca)"
NSBS,NSBS-1250980-2022-08-29,Prionace glauca,blue shark,2023-01-04,HFX,HFX,HFX010,250889,89.0,84.0,A69-9002-11198,A69-9002,A69-9002-11198,11,pressure,10.6137,Meters,2022-09-06 09:45:31,UTC,-63.47490,44.42608,0101000020E6100000696FF085C9BC4FC066BD18CA89364640,2022,9,6,249,9.758611111111112,HALIFAX,,"Whoriskey, F., Hebert, D., Barthelotte, J., O'Dor, R., Stokesbury, M., Branton, R. 2009. Ocean Tracking Network Halifax Canada Line Metadata and Data Set.",HFX-A69-9002-11198-2249731,Fred Whoriskey (fwhoriskey@dal.ca),"Dave Hebert (david.hebert@dfo-mpo.gc.ca), Fred Whoriskey (fwhoriskey@dal.ca)"
NSBS,NSBS-1250980-2022-08-29,Prionace glauca,blue shark,2023-01-04,HFX,HFX,HFX010,250889,89.0,84.0,A69-9002-11197,A69-9002,A69-9002-11197,163,temperature,20.5747,°C,2022-09-06 09:47:34,UTC,-63.47490,44.42608,0101000020E6100000696FF085C9BC4FC066BD18CA89364640,2022,9,6,249,9.792777777777777,HALIFAX,,"Whoriskey, F., Hebert, D., Barthelotte, J., O'Dor, R., Stokesbury, M., Branton, R. 2009. Ocean Tracking Network Halifax Canada Line Metadata and Data Set.",HFX-A69-9002-11197-2249732,Fred Whoriskey (fwhoriskey@dal.ca),"Dave Hebert (david.hebert@dfo-mpo.gc.ca), Fred Whoriskey (fwhoriskey@dal.ca)"
NSBS,NSBS-1250980-2022-08-29,Prionace glauca,blue shark,2023-01-04,HFX,HFX,HFX010,250889,89.0,84.0,A69-9002-11198,A69-9002,A69-9002-11198,5,pressure,1.5165,Meters,2022-09-06 09:49:34,UTC,-63.47490,44.42608,0101000020E6100000696FF085C9BC4FC066BD18CA89364640,2022,9,6,249,9.82611111111111,HALIFAX,,"Whoriskey, F., Hebert, D., Barthelotte, J., O'Dor, R., Stokesbury, M., Branton, R. 2009. Ocean Tracking Network Halifax Canada Line Metadata and Data Set.",HFX-A69-9002-11198-2249733,Fred Whoriskey (fwhoriskey@dal.ca),"Dave Hebert (david.hebert@dfo-mpo.gc.ca), Fred Whoriskey (fwhoriskey@dal.ca)"
NSBS,NSBS-1250980-2022-08-29,Prionace glauca,blue shark,2023-01-04,HFX,HFX,HFX010,250889,89.0,84.0,A69-9002-11197,A69-9002,A69-9002-11197,162,temperature,20.4178,°C,2022-09-06 09:51:29,UTC,-63.47490,44.42608,0101000020E6100000696FF085C9BC4FC066BD18CA89364640,2022,9,6,249,9.858055555555556,HALIFAX,,"Whoriskey, F., Hebert, D., Barthelotte, J., O'Dor, R., Stokesbury, M., Branton, R. 2009. Ocean Tracking Network Halifax Canada Line Metadata and Data Set.",HFX-A69-9002-11197-2249734,Fred Whoriskey (fwhoriskey@dal.ca),"Dave Hebert (david.hebert@dfo-mpo.gc.ca), Fred Whoriskey (fwhoriskey@dal.ca)"
NSBS,NSBS-1250980-2022-08-29,Prionace glauca,blue shark,2023-01-04,HFX,HFX,HFX015,250361,89,81,A69-9002-11198,A69-9002,A69-9002-11198,26,pressure,33.3567,Meters,2022-09-06 18:19:06,UTC,-63.44298,44.39731,0101000020E610000039AB4F83B3B84FC0F57695FFDA324640,2022,9,6,249,18.31833333333333,HALIFAX,,"Whoriskey, F., Hebert, D., Barthelotte, J., O'Dor, R., Stokesbury, M., Branton, R. 2009. Ocean Tracking Network Halifax Canada Line Metadata and Data Set.",HFX-A69-9002-11198-2249735,Fred Whoriskey (fwhoriskey@dal.ca),"Dave Hebert (david.hebert@dfo-mpo.gc.ca), Fred Whoriskey (fwhoriskey@dal.ca)"
NSBS,NSBS-1250980-2022-08-29,Prionace glauca,blue shark,2023-01-04,HFX,HFX,HFX015,250361,89,81,A69-9002-11197,A69-9002,A69-9002-11197,163,temperature,20.5747,°C,2022-09-06 18:20:57,UTC,-63.44298,44.39731,0101000020E610000039AB4F83B3B84FC0F57695FFDA324640,2022,9,6,249,18.349166666666665,HALIFAX,,"Whoriskey, F., Hebert, D., Barthelotte, J., O'Dor, R., Stokesbury, M., Branton, R. 2009. Ocean Tracking Network Halifax Canada Line Metadata and Data Set.",HFX-A69-9002-11197-2249736,Fred Whoriskey (fwhoriskey@dal.ca),"Dave Hebert (david.hebert@dfo-mpo.gc.ca), Fred Whoriskey (fwhoriskey@dal.ca)"
